$Csv : ,RUBY-2X

Depth,BH_FLAG,DT,FACIES,GR,LLD,NPHI,RHOB
1824.6062,0.0000,82.9458,2.0000,64.6120,3.6680,0.1640,2.3750
1824.7586,0.0000,82.3749,2.0000,65.1330,3.7760,0.1610,2.3840
1824.9110,0.0000,81.8262,2.0000,66.4890,3.9280,0.1540,2.3880
1825.0634,0.0000,82.1922,2.0000,68.3880,4.2310,0.1480,2.3950
1825.2158,0.0000,81.5651,3.0000,71.0680,5.2060,0.1510,2.4020
1825.3682,0.0000,84.2582,3.0000,78.0950,5.1350,0.1570,2.4120
1825.5206,0.0000,85.8737,3.0000,88.0440,4.9940,0.1720,2.4220
1825.6730,0.0000,85.9532,3.0000,97.7260,4.7620,0.1860,2.4350
1825.8254,0.0000,86.9367,3.0000,100.5370,4.5300,0.1960,2.4370
1825.9778,0.0000,87.0155,3.0000,93.0260,4.2980,0.2020,2.4430
1826.1302,0.0000,85.7806,3.0000,79.2690,4.0660,0.1990,2.4460
1826.2826,0.0000,84.5614,3.0000,68.2170,3.8340,0.1990,2.4300
1826.4350,0.0000,83.4412,2.0000,63.0790,3.6020,0.1910,2.4000
1826.5874,0.0000,82.7168,2.0000,60.9000,3.1380,0.1880,2.3740
1826.7398,0.0000,84.4797,2.0000,58.6040,3.3890,0.1830,2.3610
1826.8922,0.0000,86.9374,2.0000,58.3260,3.3990,0.1770,2.3650
1827.0446,0.0000,86.6132,2.0000,58.2450,3.4190,0.1740,2.3680
1827.1970,0.0000,85.1261,2.0000,58.2420,3.3370,0.1750,2.3610
1827.3494,0.0000,83.4631,2.0000,57.6730,3.1720,0.1810,2.3480
1827.5018,0.0000,82.3033,2.0000,57.1290,3.0970,0.1850,2.3370
1827.6542,0.0000,82.8213,2.0000,57.1210,3.0520,0.1860,2.3360
1827.8066,0.0000,81.5120,2.0000,59.1600,2.9620,0.1790,2.3490
1827.9590,0.0000,79.4322,2.0000,59.9790,3.0820,0.1760,2.3560
1828.1114,0.0000,81.1200,2.0000,61.6170,3.2010,0.1690,2.3710
1828.2638,0.0000,81.2616,2.0000,63.6190,3.4410,0.1650,2.3910
1828.4162,0.0000,81.3212,2.0000,65.5630,3.4320,0.1760,2.3980
1828.5686,0.0000,82.1361,3.0000,74.2200,3.4150,0.1850,2.3960
1828.7210,0.0000,84.3343,3.0000,87.3680,3.2670,0.1836,2.4010
1828.8734,0.0000,87.9723,3.0000,100.6120,2.9700,0.2005,2.4180
1829.0258,0.0000,86.9086,4.0000,110.0890,2.8770,0.2051,2.4470
1829.1782,0.0000,88.7396,4.0000,117.8540,2.9080,0.2098,2.4760
1829.3306,0.0000,89.3183,4.0000,126.3060,2.9700,0.2145,2.4930
1829.4830,0.0000,91.3154,4.0000,139.6750,2.8690,0.2192,2.5090
1829.6354,0.0000,91.1948,4.0000,143.6970,2.5870,0.2238,2.5150
1829.7878,0.0000,89.2890,4.0000,146.8860,2.4930,0.2285,2.5140
1829.9402,0.0000,89.9504,4.0000,147.2830,2.3060,0.2467,2.5090
1830.0926,0.0000,93.1144,4.0000,148.2410,2.2770,0.2650,2.4990
1830.2450,0.0000,95.6285,4.0000,151.5870,2.2200,0.2840,2.4890
1830.3974,0.0000,101.3106,4.0000,153.4800,2.2740,0.2860,2.4820
1830.5498,0.0000,104.9051,4.0000,154.9950,2.1540,0.2860,2.4810
1830.7022,0.0000,103.7379,4.0000,156.8780,1.9150,0.3040,2.4850
1830.8546,0.0000,101.6437,4.0000,159.6270,1.7760,0.3220,2.4900
1831.0070,0.0000,100.4735,4.0000,163.5210,1.4980,0.3260,2.4650
1831.1594,0.0000,95.9308,4.0000,167.1750,1.3680,0.3210,2.4020
1831.3118,0.0000,92.0676,4.0000,167.4370,1.4910,0.3260,2.3374
1831.4642,0.0000,90.2996,4.0000,164.6940,1.7360,0.3320,2.3201
1831.6166,0.0000,87.5827,4.0000,157.7840,1.9520,0.3191,2.3508
1831.7690,0.0000,87.4709,4.0000,154.2530,2.3840,0.2912,2.3897
1831.9214,0.0000,90.2224,4.0000,153.6850,2.4640,0.2761,2.4168
1832.0738,0.0000,94.7775,4.0000,153.0530,2.4540,0.2760,2.4339
1832.2262,0.0000,97.2027,4.0000,151.2300,2.4330,0.2928,2.4489
1832.3786,0.0000,100.6673,4.0000,150.2630,2.3280,0.3059,2.4589
1832.5310,0.0000,102.5697,4.0000,152.9240,2.1190,0.3119,2.4659
1832.6834,0.0000,102.8604,4.0000,159.5380,1.6670,0.3041,2.4640
1832.8358,0.0000,101.7947,4.0000,162.7130,1.6540,0.3149,2.4501
1832.9882,0.0000,100.3266,4.0000,163.3420,1.6270,0.3427,2.4174
1833.1406,0.0000,104.3519,4.0000,159.7040,1.6900,0.3519,2.3982
1833.2930,0.0000,108.7850,4.0000,154.5500,1.8170,0.3362,2.3901
1833.4454,0.0000,110.8048,4.0000,149.4030,1.5350,0.3301,2.3495
1833.5978,0.0000,114.4685,4.0000,144.7810,1.4510,0.3468,2.3055
1833.7502,1.0000,116.9863,4.0000,142.8890,1.2830,0.3766,2.2932
1833.9026,1.0000,119.1007,4.0000,140.5990,1.2480,0.3928,2.3147
1834.0550,1.0000,118.2010,4.0000,138.0260,1.1770,0.3891,2.3229
1834.2074,1.0000,114.8852,4.0000,136.4600,1.0190,0.3979,2.2697
1834.3598,1.0000,110.7179,4.0000,136.2930,1.0140,0.4049,2.1970
1834.5122,1.0000,107.3566,4.0000,135.2050,1.0030,0.4109,2.1901
1834.6646,1.0000,101.4680,4.0000,132.2310,1.1180,0.3883,2.1999
1834.8170,1.0000,96.5207,3.0000,130.8110,1.3470,0.3575,2.1645
1834.9694,1.0000,94.1778,3.0000,130.9910,1.7760,0.3363,2.1266
1835.1218,1.0000,95.1201,3.0000,130.7240,1.9530,0.3134,2.1526
1835.2742,1.0000,102.0529,3.0000,131.4390,2.3080,0.2923,2.2642
1835.4266,1.0000,106.9486,3.0000,133.1400,2.2780,0.2792,2.3417
1835.5790,0.0000,113.2350,3.0000,136.9470,2.2180,0.2908,2.3617
1835.7314,1.0000,116.6672,4.0000,139.2040,1.6070,0.3205,2.3512
1835.8838,1.0000,117.1582,4.0000,142.6040,1.4890,0.3495,2.3451
1836.0362,1.0000,117.4658,4.0000,142.5360,1.2520,0.3804,2.3352
1836.1886,1.0000,119.4039,4.0000,139.3220,1.1610,0.4222,2.3281
1836.3410,1.0000,120.2907,4.0000,135.5600,0.9800,0.4367,2.3094
1836.4934,1.0000,118.5738,4.0000,133.6780,0.9830,0.4399,2.2413
1836.6458,1.0000,119.5151,4.0000,133.3760,1.0090,0.4292,2.1684
1836.7982,1.0000,119.4127,4.0000,132.4790,1.0600,0.4300,2.1631
1836.9506,1.0000,118.6476,4.0000,130.6840,1.0750,0.4320,2.1552
1837.1030,1.0000,117.3830,4.0000,128.8880,1.1060,0.4242,2.1932
1837.2554,1.0000,114.8139,4.0000,129.5500,0.9490,0.4093,2.2390
1837.4078,1.0000,112.0329,4.0000,132.2930,0.9930,0.4002,2.2606
1837.5602,1.0000,113.5345,4.0000,134.7840,1.0810,0.4010,2.2463
1837.7126,1.0000,115.5306,4.0000,137.8550,1.1100,0.4196,2.2108
1837.8650,1.0000,121.3204,4.0000,141.3730,1.1670,0.4337,2.2012
1838.0174,1.0000,127.8853,4.0000,142.4140,1.6420,0.4399,2.2342
1838.1698,1.0000,131.7103,4.0000,140.4560,1.4420,0.4332,2.2790
1838.3222,1.0000,130.7711,4.0000,138.8950,1.0430,0.4350,2.2859
1838.4746,1.0000,127.0821,4.0000,140.3870,1.0010,0.4418,2.2343
1838.6270,1.0000,122.5523,4.0000,142.5140,1.0110,0.4986,2.0886
1838.7794,1.0000,117.0937,4.0000,141.9860,1.0330,0.5224,2.0567
1838.9318,1.0000,114.7539,4.0000,141.6340,1.0760,0.5016,2.0570
1839.0842,1.0000,115.2456,4.0000,145.4340,1.1900,0.4552,2.0833
1839.2366,1.0000,115.7377,4.0000,147.3360,1.4180,0.4209,2.1425
1839.3890,1.0000,117.7941,4.0000,146.5850,1.6390,0.4025,2.1956
1839.5414,1.0000,118.2622,4.0000,143.7230,1.6190,0.4127,2.2174
1839.6938,1.0000,119.3828,4.0000,142.6380,1.5780,0.4286,2.2248
1839.8462,1.0000,119.5551,4.0000,144.5760,1.5230,0.4407,2.2269
1839.9986,1.0000,119.0904,4.0000,146.5840,1.4130,0.4342,2.2221
1840.1510,1.0000,115.1385,4.0000,146.9340,1.3380,0.4126,2.2152
1840.3034,1.0000,115.4678,4.0000,147.8130,1.3580,0.3867,2.2140
1840.4558,1.0000,116.7344,4.0000,151.2080,1.3990,0.3753,2.2121
1840.6082,1.0000,116.9557,4.0000,156.3450,1.5100,0.3818,2.2149
1840.7606,1.0000,118.6712,4.0000,159.1850,1.7310,0.4014,2.2393
1840.9130,1.0000,122.1423,4.0000,158.8410,1.8670,0.4039,2.2817
1841.0654,1.0000,124.6265,4.0000,157.1330,1.8030,0.4108,2.3121
1841.2178,1.0000,124.2883,4.0000,154.1510,1.6760,0.4246,2.3082
1841.3702,1.0000,123.2240,4.0000,151.2550,1.6160,0.4308,2.2809
1841.5226,1.0000,121.5124,4.0000,150.6750,1.4960,0.4165,2.2529
1841.6750,1.0000,118.1971,4.0000,152.2660,1.4200,0.4005,2.2384
1841.8274,1.0000,115.9410,4.0000,153.7760,1.4220,0.4019,2.2370
1841.9798,1.0000,114.7165,4.0000,151.1360,1.4260,0.4088,2.2467
1842.1322,1.0000,113.0818,4.0000,148.1920,1.4450,0.4158,2.2615
1842.2846,1.0000,112.3523,4.0000,145.1920,1.4840,0.4266,2.2746
1842.4370,1.0000,111.5373,4.0000,145.6330,1.4940,0.4483,2.2876
1842.5894,1.0000,111.8912,4.0000,146.6500,1.4980,0.4413,2.2919
1842.7418,1.0000,111.7937,4.0000,145.9030,1.5070,0.4188,2.2852
1842.8942,1.0000,111.7528,4.0000,143.4680,1.5010,0.3929,2.2725
1843.0466,1.0000,112.8619,4.0000,140.7060,1.4890,0.3872,2.2604
1843.1990,1.0000,117.5949,4.0000,140.6840,1.4590,0.3995,2.2552
1843.3514,1.0000,120.9083,4.0000,143.2090,1.4270,0.4289,2.2511
1843.5038,1.0000,123.4739,4.0000,142.2410,1.3620,0.4657,2.2510
1843.6562,1.0000,125.3081,4.0000,138.9370,1.2920,0.4863,2.2500
1843.8086,1.0000,124.1751,4.0000,136.8040,1.1530,0.4726,2.2481
1843.9610,1.0000,122.7303,4.0000,135.8050,1.0160,0.4450,2.2470
1844.1134,1.0000,114.8399,4.0000,133.3460,1.0460,0.4142,2.2737
1844.2658,1.0000,106.9089,3.0000,123.1650,1.1070,0.3774,2.3079
1844.4182,1.0000,101.4438,2.0000,110.8010,1.2060,0.3318,2.3424
1844.5706,1.0000,93.6862,1.0000,99.8500,1.7384,0.2877,2.3768
1844.7230,1.0000,89.3422,2.0000,91.5440,1.9679,0.2504,2.3864
1844.8754,1.0000,86.9666,2.0000,85.2990,2.1974,0.2202,2.3895
1845.0278,1.0000,84.7306,2.0000,80.6610,2.4269,0.2104,2.4007
1845.1802,1.0000,81.5161,2.0000,77.8840,2.6564,0.2110,2.4122
1845.3326,1.0000,79.1200,2.0000,78.1280,2.8859,0.2168,2.4237
1845.4850,1.0000,78.2554,2.0000,78.7560,3.1154,0.2247,2.4352
1845.6374,1.0000,77.9397,2.0000,80.9150,3.3449,0.2240,2.4467
1845.7898,1.0000,78.3762,2.0000,84.1970,3.5744,0.2250,2.4581
1845.9422,1.0000,80.3484,2.0000,86.1420,3.2900,0.2260,2.4724
1846.0946,1.0000,80.6918,2.0000,85.8600,3.4870,0.2289,2.4606
1846.2470,1.0000,79.1815,2.0000,84.5860,3.4690,0.2309,2.4562
1846.3994,1.0000,78.3648,1.0000,82.0370,3.4790,0.2358,2.4474
1846.5518,1.0000,77.0895,1.0000,78.3730,3.4990,0.2360,2.4451
1846.7042,1.0000,76.4881,1.0000,77.9030,3.5170,0.2370,2.4507
1846.8566,1.0000,78.0475,2.0000,78.7420,3.5520,0.2294,2.4529
1847.0090,1.0000,80.0168,2.0000,81.6330,3.4920,0.2271,2.4549
1847.1614,1.0000,86.7992,2.0000,82.4980,3.4200,0.2337,2.4588
1847.3138,1.0000,88.6315,2.0000,88.1280,3.2760,0.2435,2.4600
1847.4662,1.0000,88.0076,2.0000,94.8930,3.1990,0.2459,2.4562
1847.6186,1.0000,85.5942,3.0000,100.3860,3.3263,0.2346,2.4560
1847.7710,0.0000,84.0650,3.0000,101.6550,3.3263,0.2235,2.4427
1847.9234,0.0000,81.7900,3.0000,103.9000,3.3263,0.2278,2.4229
1848.0758,0.0000,80.4791,3.0000,103.9440,3.3263,0.2337,2.4153
1848.2282,0.0000,79.4247,3.0000,101.5830,3.3263,0.2350,2.4264
1848.3806,0.0000,78.9772,2.0000,97.8710,3.4019,0.2398,2.4365
1848.5330,0.0000,82.7136,3.0000,99.2630,3.2357,0.2352,2.4332
1848.6854,0.0000,84.9738,3.0000,105.2760,3.0696,0.2331,2.4216
1848.8378,0.0000,85.7988,4.0000,113.8050,3.3263,0.2406,2.4124
1848.9902,0.0000,86.3351,4.0000,118.2140,2.7420,0.2477,2.4110
1849.1426,0.0000,86.1997,4.0000,117.4850,2.5460,0.2451,2.4148
1849.2950,0.0000,88.6932,4.0000,116.7930,2.5180,0.2355,2.4207
1849.4474,0.0000,91.5063,4.0000,117.9150,2.4610,0.2350,2.4248
1849.5998,0.0000,94.0490,4.0000,121.6350,2.4170,0.2473,2.4278
1849.7522,0.0000,97.6601,4.0000,126.1060,2.3300,0.2641,2.4252
1849.9046,0.0000,101.8109,4.0000,129.2210,2.0740,0.2792,2.4060
1850.0570,0.0000,104.5040,4.0000,129.7510,2.0060,0.2885,2.3785
1850.2094,0.0000,106.0526,4.0000,126.4540,1.8700,0.2975,2.3742
1850.3618,0.0000,105.8476,4.0000,124.8210,1.8690,0.3132,2.3768
1850.5142,0.0000,106.5887,4.0000,125.8330,1.8670,0.3367,2.3514
1850.6666,0.0000,110.1589,4.0000,127.8530,1.8100,0.3550,2.2733
1850.8190,0.0000,115.0527,4.0000,128.0480,1.7710,0.3617,2.1943
1850.9714,0.0000,117.0446,4.0000,127.5760,1.6930,0.3648,2.1692
1851.1238,0.0000,114.1991,4.0000,127.3480,1.6310,0.3726,2.1888
1851.2762,0.0000,103.3906,4.0000,127.0300,1.5080,0.3834,2.1418
1851.4286,0.0000,96.4305,4.0000,123.2850,1.4150,0.3906,2.0852
1851.5810,0.0000,90.7488,3.0000,117.7100,1.4290,0.3797,2.0801
1851.7334,0.0000,85.2423,3.0000,110.0280,1.4570,0.3601,2.1244
1851.8858,0.0000,84.4004,2.0000,99.0050,1.5860,0.3279,2.2044
1852.0382,0.0000,88.5361,2.0000,86.4000,1.8430,0.2911,2.2750
1852.1906,0.0000,98.6119,2.0000,76.8600,2.8450,0.2447,2.3309
1852.3430,0.0000,104.6257,3.0000,75.1130,2.9310,0.2118,2.3783
1852.4954,0.0000,104.9964,3.0000,80.4570,3.1020,0.2128,2.3998
1852.6478,0.0000,103.9041,4.0000,90.9780,2.8720,0.2403,2.3944
1852.8002,0.0000,103.7655,4.0000,103.5220,2.4130,0.2797,2.3021
1852.9526,0.0000,103.3307,4.0000,114.1340,1.4960,0.3084,2.2772
1853.1050,0.0000,97.4691,4.0000,118.2950,1.3950,0.3204,2.2567
1853.2574,0.0000,91.9648,4.0000,113.7940,1.1930,0.3304,2.2363
1853.4098,0.0000,89.4806,2.0000,103.4180,1.3270,0.3395,2.2599
1853.5622,0.0000,94.6386,1.0000,93.7050,1.5940,0.3334,2.2862
1853.7146,0.0000,101.9326,2.0000,92.3510,2.0920,0.3113,2.3125
1853.8670,0.0000,106.7207,3.0000,97.5120,2.0730,0.3034,2.3388
1854.0194,0.0000,106.6863,3.0000,105.9880,2.0350,0.3266,2.3093
1854.1718,1.0000,104.9193,3.0000,110.0770,1.9020,0.3591,2.2765
1854.3242,1.0000,99.6639,3.0000,112.4630,1.6350,0.3761,2.2622
1854.4766,0.0000,93.7701,3.0000,113.1970,1.6240,0.3685,2.2531
1854.6290,1.0000,87.4325,3.0000,115.2330,1.6040,0.3699,2.2444
1854.7814,1.0000,85.5928,4.0000,118.9700,1.5630,0.3653,2.2592
1854.9338,0.0000,84.7222,4.0000,118.8280,1.5750,0.3546,2.2755
1855.0862,0.0000,83.5026,4.0000,113.3470,1.5980,0.3031,2.2918
1855.2386,0.0000,84.8142,4.0000,110.2560,2.1660,0.2868,2.3081
1855.3910,0.0000,85.3471,2.0000,104.0740,2.4970,0.2596,2.3244
1855.5434,0.0000,86.6148,2.0000,96.7370,3.1600,0.2326,2.3407
1855.6958,0.0000,87.1028,2.0000,93.8400,3.3760,0.2263,2.3570
1855.8482,0.0000,87.2700,2.0000,89.6490,3.8080,0.2185,2.4164
1856.0006,0.0000,88.0657,2.0000,82.1410,3.9630,0.2173,2.4228
1856.1530,0.0000,87.2669,1.0000,72.6690,4.0700,0.2121,2.4126
1856.3054,0.0000,85.7643,2.0000,65.2230,4.2840,0.2069,2.3979
1856.4578,0.0000,85.7752,2.0000,62.4030,4.3970,0.2017,2.3876
1856.6102,0.0000,84.7957,2.0000,63.4190,4.6240,0.1965,2.3889
1856.7626,0.0000,84.3895,2.0000,65.8680,4.7810,0.1913,2.3909
1856.9150,0.0000,84.4944,3.0000,77.0100,4.6070,0.1860,2.4004
1857.0674,0.0000,85.9943,3.0000,85.5520,4.4320,0.1808,2.4180
1857.2198,0.0000,87.8094,3.0000,94.9660,4.0810,0.2173,2.4387
1857.3722,0.0000,90.7733,3.0000,103.6660,3.4580,0.2210,2.4531
1857.5246,0.0000,95.1633,4.0000,110.6630,3.2420,0.2248,2.4577
1857.6770,0.0000,98.3038,4.0000,113.2050,2.8110,0.2285,2.4524
1857.8294,0.0000,104.3217,4.0000,111.5940,2.5720,0.2322,2.4400
1857.9818,0.0000,108.5954,4.0000,111.5370,2.0930,0.2360,2.4316
1858.1342,0.0000,109.2825,4.0000,114.8090,1.4340,0.2397,2.4016
1858.2866,0.0000,109.2621,4.0000,119.6730,1.3550,0.2435,2.3359
1858.4390,1.0000,107.7974,4.0000,123.2650,1.1970,0.2472,2.2954
1858.5914,1.0000,103.9901,4.0000,127.0740,1.1620,0.2509,2.3083
1858.7438,1.0000,101.4543,4.0000,131.0770,1.0930,0.2432,2.3389
1858.8962,1.0000,96.4868,4.0000,132.7270,1.2130,0.2355,2.3465
1859.0486,1.0000,92.2411,4.0000,133.4100,1.2900,0.2278,2.3542
1859.2010,1.0000,92.1340,4.0000,133.2110,1.4430,0.2201,2.3773
1859.3534,1.0000,95.2926,4.0000,131.5510,1.6480,0.2061,2.3969
1859.5058,1.0000,98.7097,4.0000,128.1710,2.0580,0.2187,2.4211
1859.6582,1.0000,102.0125,4.0000,124.3930,2.4360,0.2313,2.4390
1859.8106,1.0000,104.7722,4.0000,125.4380,2.2460,0.2439,2.4305
1859.9630,1.0000,107.6467,4.0000,131.5050,1.8670,0.3210,2.3879
1860.1154,1.0000,110.4107,4.0000,139.4200,1.6950,0.3621,2.3393
1860.2678,1.0000,112.4322,4.0000,143.8640,1.3500,0.3766,2.3113
1860.4202,1.0000,112.9890,4.0000,143.2780,1.0060,0.3927,2.2017
1860.5726,1.0000,107.7308,4.0000,139.4830,1.0000,0.4165,2.0507
1860.7250,1.0000,99.2486,4.0000,136.3090,0.9880,0.4500,1.9613
1860.8774,1.0000,86.2786,4.0000,132.7450,1.0690,0.4559,1.9944
1861.0298,1.0000,80.4277,3.0000,128.1150,1.2310,0.4245,2.1015
1861.1822,1.0000,78.5329,3.0000,118.5080,2.1000,0.3792,2.2223
1861.3346,1.0000,80.5982,2.0000,106.7790,2.6980,0.3273,2.3430
1861.4870,1.0000,85.1879,2.0000,97.4610,3.8940,0.2762,2.4191
1861.6394,1.0000,91.9713,3.0000,95.9130,3.9610,0.2454,2.4492
1861.7918,1.0000,105.1198,3.0000,98.5300,4.0950,0.2510,2.4422
1861.9442,1.0000,111.7600,3.0000,105.3950,2.2140,0.2762,2.3836
1862.0966,1.0000,115.5665,4.0000,113.8780,1.9810,0.2983,2.2985
1862.2490,1.0000,118.3792,4.0000,123.1700,1.5160,0.3439,2.1975
1862.4014,1.0000,118.8663,4.0000,131.3700,1.3900,0.4046,2.1217
1862.5538,1.0000,117.5929,4.0000,137.5560,1.1380,0.4584,2.0617
1862.7062,1.0000,115.9056,4.0000,141.6760,1.4060,0.4672,2.0307
1862.8586,1.0000,114.6385,4.0000,143.2610,1.3850,0.4597,2.0260
1863.0110,1.0000,111.0639,4.0000,144.5190,1.3440,0.4572,2.0509
1863.1634,1.0000,109.2261,4.0000,147.4130,1.4030,0.4586,2.0882
1863.3158,1.0000,108.0533,4.0000,149.4820,1.5210,0.4550,2.1223
1863.4682,1.0000,106.2407,4.0000,149.9420,1.7530,0.4381,2.1481
1863.6206,1.0000,103.9025,4.0000,146.2820,1.7380,0.4293,2.1751
1863.7730,1.0000,103.9302,4.0000,140.6410,1.7090,0.4233,2.1999
1863.9254,1.0000,105.4210,4.0000,137.2720,1.7650,0.4400,2.2097
1864.0778,1.0000,105.9763,4.0000,137.6370,1.8770,0.4606,2.2281
1864.2302,1.0000,105.8216,4.0000,140.1980,1.9650,0.4774,2.2415
1864.3826,1.0000,105.6048,4.0000,140.6340,1.9090,0.4710,2.2417
1864.5350,1.0000,104.5142,4.0000,140.7220,1.7970,0.4449,2.2241
1864.6874,1.0000,105.6759,4.0000,139.7030,1.8170,0.4357,2.2083
1864.8398,1.0000,108.8118,4.0000,137.6650,1.8560,0.4312,2.1837
1864.9922,1.0000,109.1071,4.0000,134.9510,1.9070,0.4285,2.1497
1865.1446,1.0000,110.3664,4.0000,134.0520,1.8980,0.4363,2.1372
1865.2970,1.0000,111.2414,4.0000,136.5460,1.8790,0.4435,2.1653
1865.4494,1.0000,111.0664,4.0000,140.3120,1.8490,0.4577,2.1937
1865.6018,1.0000,112.0836,4.0000,142.7890,1.7900,0.4739,2.1888
1865.7542,1.0000,112.6076,4.0000,142.4770,1.7360,0.4691,2.1717
1865.9066,1.0000,112.5331,4.0000,140.5300,1.7120,0.4461,2.1736
1866.0590,1.0000,112.2027,4.0000,140.0410,1.6850,0.4434,2.2171
1866.2114,1.0000,110.8179,4.0000,140.4740,1.7240,0.4545,2.2123
1866.3638,1.0000,107.2603,4.0000,138.6070,1.5570,0.4478,2.1832
1866.5162,1.0000,103.9901,4.0000,134.7880,1.5200,0.4375,2.1764
1866.6686,1.0000,101.1077,4.0000,135.4610,1.4450,0.4372,2.1849
1866.8210,1.0000,101.2976,4.0000,140.7200,1.5090,0.4509,2.1916
1866.9734,1.0000,104.8096,4.0000,148.2270,1.6360,0.4553,2.2186
1867.1258,1.0000,110.4272,4.0000,155.9690,1.8130,0.4557,2.2751
1867.2782,1.0000,116.6993,4.0000,158.2940,1.7680,0.4525,2.3384
1867.4306,1.0000,119.6293,4.0000,155.5150,1.6770,0.4538,2.3766
1867.5830,1.0000,119.4983,4.0000,150.3630,1.5690,0.4501,2.3389
1867.7354,1.0000,119.2140,4.0000,146.8240,1.3530,0.4369,2.2322
1867.8878,1.0000,118.8830,4.0000,147.4970,1.2800,0.4348,2.1118
1868.0402,1.0000,116.9819,4.0000,148.7090,1.3020,0.4497,2.0358
1868.1926,1.0000,117.5774,4.0000,149.9080,1.3460,0.4697,2.0132
1868.3450,1.0000,123.4309,4.0000,149.6550,1.4090,0.4733,2.0375
1868.4974,1.0000,125.7282,4.0000,149.2300,1.5350,0.4625,2.0926
1868.6498,1.0000,123.2371,4.0000,148.5990,1.4280,0.4580,2.1265
1868.8022,1.0000,120.5163,4.0000,148.2970,1.3960,0.4640,2.0982
1868.9546,1.0000,117.8477,4.0000,146.4000,1.3330,0.4723,2.0604
1869.1070,1.0000,115.1150,4.0000,145.0990,1.3230,0.4670,2.0679
1869.2594,1.0000,112.8516,4.0000,144.1260,1.3020,0.4525,2.1047
1869.4118,1.0000,110.4833,4.0000,144.3160,1.3390,0.4437,2.1400
1869.5642,1.0000,108.5642,4.0000,144.0160,1.4200,0.4453,2.1738
1869.7166,1.0000,106.8138,4.0000,142.1080,1.5830,0.4418,2.1983
1869.8690,1.0000,105.6862,4.0000,141.3720,1.6150,0.4216,2.2031
1870.0214,1.0000,107.1480,4.0000,142.9690,1.6790,0.4069,2.1815
1870.1738,1.0000,109.9550,4.0000,143.4960,1.7210,0.4104,2.1343
1870.3262,1.0000,112.0888,4.0000,142.8900,1.6940,0.4311,2.0874
1870.4786,1.0000,114.9759,4.0000,139.3130,1.6400,0.4555,2.0682
1870.6310,1.0000,117.8526,4.0000,136.9580,1.6090,0.4703,2.0754
1870.7834,1.0000,119.4560,4.0000,135.4060,1.5460,0.4671,2.0567
1870.9358,1.0000,121.1487,4.0000,136.2560,1.5290,0.4556,2.0079
1871.0882,1.0000,122.5744,4.0000,136.7060,1.4990,0.4535,1.9790
1871.2406,1.0000,120.8505,4.0000,135.6710,1.4400,0.4709,2.0065
1871.3930,1.0000,116.4813,4.0000,133.5500,1.3680,0.4840,2.0684
