$Csv : ,RUBY-3X

Depth,BH_FLAG,DT,FACIES,GR,LLD,NPHI,RHOB
1777.9639,0.0000,106.1951,3.0000,111.0348,2.0406,0.3826,2.3676
1778.1138,0.0000,99.8177,3.0000,100.1434,2.1955,0.3753,2.3329
1778.2637,0.0000,95.6491,2.0000,92.0890,2.3636,0.3543,2.2892
1778.4136,0.0000,95.0468,2.0000,91.3577,2.5089,0.3179,2.2848
1778.5635,0.0000,95.7681,2.0000,99.7877,2.6060,0.2745,2.3134
1778.7134,0.0000,95.3941,3.0000,108.9859,2.6751,0.2427,2.3397
1778.8633,0.0000,94.7610,3.0000,105.8435,2.6979,0.2329,2.3456
1779.0132,0.0000,94.4515,2.0000,93.3418,2.6659,0.2400,2.3363
1779.1631,0.0000,93.2799,2.0000,83.8583,2.5708,0.2496,2.3167
1779.3130,0.0000,90.6565,2.0000,78.7019,2.4249,0.2511,2.2972
1779.4629,0.0000,86.4072,2.0000,76.0232,2.2569,0.2481,2.2956
1779.6128,0.0000,84.5320,2.0000,73.7116,2.2124,0.2473,2.3176
1779.7627,0.0000,85.9990,3.0000,74.0498,2.3132,0.2515,2.3276
1779.9126,0.0000,89.9192,3.0000,81.5346,2.5508,0.2494,2.3546
1780.0625,0.0000,94.5044,3.0000,91.6283,2.6145,0.2377,2.4118
1780.2124,0.0000,99.7109,3.0000,98.1023,2.5096,0.2371,2.4304
1780.3623,0.0000,104.7946,3.0000,101.9348,2.2750,0.2819,2.4174
1780.5122,0.0000,109.3468,4.0000,101.1473,1.8827,0.3612,2.3940
1780.6621,0.0000,112.6019,4.0000,104.1483,1.5873,0.4210,2.3688
1780.8120,0.0000,114.3530,4.0000,105.4059,1.4587,0.4314,2.3525
1780.9619,0.0000,115.1281,3.0000,104.8982,1.3407,0.4157,2.3523
1781.1118,0.0000,115.9324,3.0000,103.2345,1.2890,0.4033,2.3590
1781.2617,0.0000,114.1910,3.0000,105.2710,1.2650,0.3970,2.3602
1781.4116,0.0000,112.4508,3.0000,107.6563,1.2856,0.3846,2.3620
1781.5615,0.0000,110.2905,3.0000,109.8597,1.3893,0.3622,2.3619
1781.7114,0.0000,106.7124,3.0000,105.5464,1.5864,0.3564,2.3524
1781.8613,0.0000,102.3537,3.0000,96.5484,1.7380,0.3858,2.3422
1782.0112,0.0000,100.1979,3.0000,91.9716,1.8961,0.4400,2.3404
1782.1611,0.0000,100.3637,3.0000,89.0537,1.8060,0.4345,2.3545
1782.3110,0.0000,104.0000,3.0000,94.7728,1.6256,0.3831,2.3621
1782.4609,0.0000,110.0772,3.0000,105.3312,1.3848,0.3751,2.3510
1782.6108,0.0000,113.1513,3.0000,106.8315,1.2400,0.3940,2.3391
1782.7607,1.0000,113.2143,3.0000,105.5645,1.1337,0.4066,2.3265
1782.9106,1.0000,112.4564,3.0000,108.0956,1.1177,0.4081,2.3161
1783.0605,1.0000,111.9180,3.0000,108.9491,1.1599,0.4153,2.3102
1783.2104,1.0000,111.8183,4.0000,111.2169,1.2300,0.4405,2.3098
1783.3603,1.0000,110.3277,4.0000,116.2231,1.3025,0.4728,2.3136
1783.5102,1.0000,108.1239,4.0000,119.6992,1.4174,0.4983,2.3152
1783.6601,1.0000,105.2359,4.0000,121.7060,1.5735,0.5027,2.3175
1783.8100,0.0000,102.4901,4.0000,123.4795,1.6547,0.4991,2.3160
1783.9599,0.0000,101.2338,4.0000,125.7437,1.6848,0.4983,2.3098
1784.1098,0.0000,101.5184,4.0000,129.9255,1.7024,0.4955,2.3055
1784.2597,0.0000,101.5238,4.0000,134.5332,1.8046,0.4758,2.3119
1784.4096,0.0000,101.5083,4.0000,136.2585,2.0287,0.4357,2.3253
1784.5595,0.0000,101.8456,4.0000,137.6158,2.1729,0.3935,2.3419
1784.7094,0.0000,102.2745,4.0000,138.2197,2.1798,0.3663,2.3618
1784.8593,0.0000,103.4526,4.0000,136.7369,2.0243,0.3575,2.3718
1785.0092,0.0000,106.1380,4.0000,133.2224,1.7159,0.3645,2.3642
1785.1591,0.0000,111.2874,4.0000,127.7188,1.4043,0.3897,2.3449
1785.3090,0.0000,118.6104,4.0000,123.4364,1.2049,0.4210,2.3240
1785.4589,0.0000,124.8476,4.0000,121.9656,1.0901,0.4335,2.3102
1785.6088,0.0000,128.6160,4.0000,119.8968,1.0239,0.4228,2.3033
1785.7587,0.0000,130.4441,4.0000,118.3939,1.0162,0.4179,2.2946
1785.9086,1.0000,130.8035,4.0000,118.1367,1.0602,0.4376,2.2825
1786.0585,1.0000,130.0375,4.0000,115.9385,1.1144,0.4610,2.2749
1786.2084,1.0000,127.9025,4.0000,111.6695,1.1566,0.4656,2.2759
1786.3583,1.0000,124.0221,4.0000,110.5986,1.1932,0.4557,2.2860
1786.5082,1.0000,118.8589,4.0000,113.9507,1.2554,0.4453,2.3041
1786.6581,1.0000,113.4874,4.0000,116.5437,1.3553,0.4394,2.3275
1786.8080,1.0000,108.8939,4.0000,115.5859,1.4805,0.4330,2.3504
1786.9579,1.0000,105.5732,4.0000,114.6961,1.6150,0.4244,2.3662
1787.1078,1.0000,103.8403,4.0000,117.8728,1.7472,0.4154,2.3754
1787.2577,1.0000,104.3453,4.0000,124.7129,1.8000,0.4057,2.3796
1787.4076,1.0000,106.9954,4.0000,131.4182,1.6985,0.3966,2.3754
1787.5575,1.0000,110.5096,4.0000,133.5034,1.5347,0.3858,2.3624
1787.7074,1.0000,113.6209,4.0000,131.3903,1.3812,0.3762,2.3447
1787.8573,1.0000,115.3177,4.0000,127.6333,1.2700,0.3826,2.3271
1788.0072,1.0000,115.7552,4.0000,125.8727,1.2113,0.4071,2.3128
1788.1571,1.0000,115.7466,4.0000,124.9975,1.2509,0.4260,2.3076
1788.3070,1.0000,115.7760,4.0000,123.7024,1.3724,0.4289,2.3069
1788.4569,1.0000,116.1023,4.0000,120.0163,1.5410,0.4194,2.3125
1788.6068,1.0000,116.6876,4.0000,116.1733,1.6903,0.4210,2.3267
1788.7567,1.0000,117.6423,4.0000,114.5092,1.8260,0.4289,2.3366
1788.9066,1.0000,119.5261,4.0000,117.6320,1.8583,0.4402,2.3407
1789.0565,1.0000,121.7260,4.0000,119.6254,1.7764,0.4453,2.3390
1789.2064,1.0000,123.1744,4.0000,119.3561,1.6256,0.4563,2.3344
1789.3563,1.0000,122.9697,4.0000,119.5349,1.5004,0.4743,2.3259
1789.5062,0.0000,119.7113,4.0000,118.1705,1.3882,0.4984,2.3174
1789.6561,0.0000,112.4879,4.0000,117.7794,1.4275,0.5012,2.3093
1789.8060,1.0000,106.2898,4.0000,120.6907,1.5354,0.4818,2.3122
1789.9559,1.0000,103.1067,4.0000,124.0260,1.6898,0.4494,2.3219
1790.1058,1.0000,101.3204,4.0000,127.3766,1.8066,0.4184,2.3354
1790.2557,1.0000,100.2544,4.0000,133.5479,1.9312,0.3922,2.3502
1790.4056,0.0000,100.9717,4.0000,134.9973,1.8973,0.3843,2.3629
1790.5555,0.0000,103.3320,4.0000,133.7166,1.7704,0.3841,2.3669
1790.7054,0.0000,108.0177,4.0000,134.2087,1.5610,0.3924,2.3622
1790.8553,1.0000,112.2178,4.0000,138.5636,1.3761,0.4125,2.3543
1791.0052,1.0000,115.1440,4.0000,140.8545,1.1381,0.4151,2.3543
1791.1551,1.0000,118.7247,4.0000,142.0247,1.0430,0.4171,2.3479
1791.3050,1.0000,122.7390,4.0000,136.5773,1.0025,0.4278,2.3358
1791.4549,1.0000,124.1815,4.0000,125.2308,0.9412,0.4435,2.3246
1791.6048,1.0000,124.5331,4.0000,118.5799,0.9118,0.4645,2.3207
1791.7547,1.0000,124.2212,4.0000,120.4531,0.8974,0.4548,2.3265
1791.9046,1.0000,120.4225,4.0000,119.8841,0.9126,0.4355,2.3278
1792.0545,1.0000,114.6314,4.0000,119.7941,1.0035,0.4394,2.3241
1792.2044,1.0000,110.5702,4.0000,120.5448,1.1692,0.4627,2.3202
1792.3543,1.0000,108.5357,4.0000,118.3622,1.3538,0.4822,2.3247
1792.5042,1.0000,107.7904,4.0000,120.1756,1.5454,0.4514,2.3445
1792.6541,0.0000,108.9496,4.0000,124.8845,1.5786,0.4109,2.3597
1792.8040,0.0000,111.7740,4.0000,131.1624,1.5177,0.3864,2.3624
1792.9539,0.0000,114.3528,4.0000,131.3425,1.4296,0.3711,2.3578
1793.1038,0.0000,115.6346,4.0000,128.5047,1.3432,0.3606,2.3545
1793.2537,0.0000,116.6493,4.0000,127.3790,1.2373,0.3630,2.3484
1793.4036,0.0000,117.4061,4.0000,124.7477,1.1285,0.3934,2.3355
1793.5535,0.0000,117.3461,4.0000,119.9341,1.0459,0.4386,2.3218
1793.7034,0.0000,116.4009,4.0000,116.2753,0.9972,0.4780,2.3123
1793.8533,0.0000,113.4158,4.0000,116.9381,1.0270,0.4927,2.3142
1794.0032,0.0000,108.3746,4.0000,117.2507,1.2273,0.4794,2.3255
1794.1531,0.0000,102.9981,4.0000,113.2551,1.5754,0.4431,2.3333
1794.3030,0.0000,98.9109,4.0000,106.1547,1.9005,0.3960,2.3109
1794.4529,0.0000,96.3934,3.0000,101.4167,2.1383,0.3490,2.2678
1794.6028,0.0000,94.4480,3.0000,103.3176,2.2725,0.3116,2.2550
1794.7527,0.0000,92.9803,3.0000,106.7021,2.3823,0.2940,2.2815
1794.9026,0.0000,92.9978,3.0000,105.1995,2.5220,0.2975,2.3124
1795.0525,0.0000,93.9270,3.0000,100.3938,2.6555,0.3084,2.3318
1795.2024,0.0000,94.1976,3.0000,95.8729,2.7439,0.3063,2.3442
1795.3523,0.0000,93.7577,3.0000,93.4076,2.7593,0.2849,2.3491
1795.5022,0.0000,92.9835,3.0000,92.0345,2.6815,0.2588,2.3445
1795.6521,0.0000,91.9987,3.0000,88.1402,2.5591,0.2433,2.3322
1795.8020,0.0000,91.1713,2.0000,79.7865,2.4681,0.2388,2.3172
1795.9519,0.0000,90.9614,2.0000,68.6575,2.4071,0.2337,2.3029
1796.1018,0.0000,91.7387,1.0000,58.0822,2.3281,0.2219,2.2905
1796.2517,0.0000,92.7262,1.0000,50.6534,2.2279,0.2105,2.2826
1796.4016,0.0000,92.9988,1.0000,47.3309,2.1497,0.2063,2.2788
1796.5515,0.0000,92.8723,1.0000,47.5095,2.1035,0.2075,2.2783
1796.7014,0.0000,92.4421,1.0000,49.5390,2.0733,0.2070,2.2834
1796.8513,0.0000,92.0117,2.0000,52.3374,2.0660,0.2026,2.2904
1797.0012,0.0000,92.4929,2.0000,55.7584,2.0765,0.2002,2.2913
1797.1511,0.0000,94.0753,2.0000,59.0632,2.0890,0.2038,2.2865
1797.3010,0.0000,96.4599,2.0000,62.9554,2.0976,0.2129,2.2794
1797.4509,0.0000,98.6468,2.0000,71.9409,2.0873,0.2291,2.2677
1797.6008,0.0000,99.5668,3.0000,84.5385,2.0056,0.2544,2.2445
1797.7507,0.0000,100.4736,3.0000,96.3925,1.8452,0.2851,2.2126
1797.9006,0.0000,101.2106,3.0000,106.4613,1.6966,0.3120,2.2089
1798.0505,0.0000,100.4092,4.0000,112.7773,1.6659,0.3314,2.2772
1798.2004,0.0000,99.0308,4.0000,115.5329,1.7099,0.3358,2.3232
1798.3503,0.0000,97.9576,4.0000,116.7171,1.7757,0.3289,2.3015
1798.5002,0.0000,97.1141,4.0000,113.6674,1.8626,0.3191,2.2994
1798.6501,0.0000,96.9367,4.0000,112.7927,1.8978,0.3198,2.3205
1798.8000,0.0000,97.7661,4.0000,114.9621,1.8760,0.3234,2.3225
1798.9499,0.0000,98.1085,4.0000,114.6433,1.8273,0.3156,2.3074
1799.0998,0.0000,96.5896,3.0000,117.6314,1.8136,0.2948,2.3002
1799.2497,0.0000,95.3090,3.0000,110.3964,1.8262,0.2724,2.3045
1799.3996,0.0000,94.2637,3.0000,94.8436,1.8765,0.2552,2.3045
1799.5495,0.0000,93.8242,2.0000,79.4034,1.8756,0.2556,2.2936
1799.6994,0.0000,93.8760,2.0000,71.4156,1.8312,0.2680,2.2731
1799.8493,0.0000,93.8503,2.0000,70.5275,1.7751,0.2736,2.2616
1799.9992,0.0000,93.7050,1.0000,71.2305,1.6967,0.2746,2.2636
1800.1491,0.0000,93.5103,1.0000,65.2705,1.7302,0.2591,2.2641
1800.2990,0.0000,92.8038,1.0000,53.9260,1.7473,0.2303,2.2734
1800.4489,0.0000,92.1763,1.0000,56.3051,1.7344,0.2036,2.2878
1800.5988,0.0000,92.3201,2.0000,61.3652,1.7274,0.1897,2.2945
1800.7487,0.0000,92.5722,1.0000,59.5797,1.7112,0.1858,2.2896
1800.8986,0.0000,92.2232,1.0000,53.9352,1.6441,0.1903,2.2797
1801.0485,0.0000,90.6290,1.0000,51.1077,1.5865,0.1979,2.2729
1801.1984,0.0000,88.7943,1.0000,49.5439,1.5538,0.1999,2.2742
1801.3483,0.0000,87.7262,2.0000,49.8421,1.6589,0.1958,2.2882
1801.4982,0.0000,87.4776,2.0000,55.9589,1.9163,0.1905,2.3129
1801.6481,0.0000,87.9465,2.0000,65.6509,2.1878,0.1896,2.3341
1801.7980,0.0000,89.4000,3.0000,76.3485,2.2126,0.1930,2.3417
1801.9479,0.0000,92.2676,3.0000,88.3063,2.0824,0.2015,2.3296
1802.0978,0.0000,94.4369,3.0000,96.1134,1.9736,0.2151,2.3139
1802.2477,0.0000,95.5590,3.0000,102.8868,1.9067,0.2282,2.3050
1802.3976,0.0000,96.3222,3.0000,113.3098,1.9008,0.2396,2.2994
1802.5475,0.0000,96.8175,3.0000,115.6569,1.8923,0.2539,2.2964
1802.6974,0.0000,96.6520,3.0000,109.6583,1.8558,0.2727,2.2932
1802.8473,0.0000,97.0732,3.0000,104.1482,1.8002,0.2874,2.2774
1802.9972,0.0000,99.0597,3.0000,100.1128,1.7189,0.2898,2.2509
1803.1471,0.0000,101.6918,3.0000,96.7989,1.6320,0.2828,2.2299
1803.2970,0.0000,103.9484,3.0000,97.5269,1.5629,0.2750,2.2313
1803.4469,0.0000,105.6532,3.0000,99.8576,1.5111,0.2729,2.2838
1803.5968,0.0000,106.7479,3.0000,99.2993,1.4808,0.2739,2.3534
1803.7467,0.0000,106.2965,3.0000,96.1287,1.4909,0.2717,2.3465
1803.8966,0.0000,103.4640,3.0000,90.5150,1.5798,0.2677,2.2865
1804.0465,0.0000,99.4440,2.0000,78.1454,1.6923,0.2717,2.2522
1804.1964,0.0000,96.6608,1.0000,61.0325,1.7070,0.2827,2.2413
1804.3463,0.0000,95.1930,1.0000,48.3134,1.5789,0.2850,2.2362
1804.4962,0.0000,93.3119,1.0000,42.9429,1.4023,0.2710,2.2394
1804.6461,0.0000,91.5089,1.0000,41.5005,1.2877,0.2541,2.2283
1804.7960,0.0000,90.6251,1.0000,41.5742,1.1683,0.2463,2.1959
1804.9459,0.0000,89.9108,1.0000,43.2163,1.0104,0.2422,2.1726
1805.0958,0.0000,89.3467,1.0000,47.1288,0.9307,0.2375,2.1763
1805.2457,0.0000,89.8643,2.0000,53.7049,0.9357,0.2419,2.2145
1805.3956,0.0000,95.1247,2.0000,64.5351,0.9456,0.2538,2.2865
1805.5455,0.0000,107.5982,3.0000,80.7273,0.9533,0.2549,2.3552
1805.6954,0.0000,120.8374,4.0000,98.9540,0.9621,0.2516,2.3830
1805.8453,0.0000,128.0993,4.0000,111.9510,0.9301,0.2704,2.3746
1805.9952,0.0000,129.8840,4.0000,115.6943,0.8698,0.3162,2.3557
1806.1451,0.0000,128.6702,4.0000,115.7118,0.8443,0.3647,2.3443
1806.2950,0.0000,126.5817,4.0000,116.4802,0.9239,0.3940,2.3437
1806.4449,0.0000,125.1826,4.0000,115.3341,1.1293,0.4176,2.3466
1806.5948,0.0000,124.2846,4.0000,113.3671,1.2468,0.4482,2.3443
1806.7447,0.0000,123.2618,4.0000,115.4757,1.2617,0.4768,2.3356
1806.8946,1.0000,122.8610,4.0000,117.4692,1.2336,0.4870,2.3241
1807.0445,1.0000,121.9328,4.0000,118.6012,1.1709,0.4728,2.3175
1807.1944,1.0000,119.4742,4.0000,117.8376,1.1027,0.4438,2.3190
1807.3443,1.0000,114.9988,4.0000,114.3914,1.1087,0.4132,2.3273
1807.4942,1.0000,108.0831,4.0000,117.8901,1.1761,0.3932,2.3400
1807.6441,1.0000,103.7805,4.0000,118.3199,1.2639,0.3877,2.3524
1807.7940,1.0000,103.0354,4.0000,117.8944,1.3983,0.3875,2.3635
1807.9439,0.0000,103.3708,4.0000,122.3517,1.5375,0.3946,2.3693
1808.0938,0.0000,104.1177,4.0000,125.3901,1.5126,0.3906,2.3616
1808.2437,0.0000,106.6984,4.0000,127.0040,1.3732,0.3891,2.3550
1808.3936,0.0000,109.3610,4.0000,123.6609,1.3100,0.3951,2.3505
1808.5435,0.0000,110.0796,4.0000,114.7333,1.2676,0.3999,2.3555
1808.6934,0.0000,113.0755,4.0000,110.9600,1.1371,0.4137,2.3585
1808.8433,0.0000,115.6956,4.0000,112.7654,1.0498,0.4182,2.3519
1808.9932,0.0000,118.7114,4.0000,116.7956,0.9679,0.4179,2.3453
1809.1431,0.0000,121.2641,4.0000,114.8647,0.9334,0.4292,2.3371
1809.2930,1.0000,121.0139,4.0000,110.7886,0.9279,0.4261,2.3306
1809.4429,0.0000,120.4311,4.0000,110.5631,1.0159,0.4145,2.3236
1809.5928,1.0000,119.2150,4.0000,113.9332,1.1018,0.4003,2.3199
1809.7427,1.0000,115.0988,4.0000,114.5252,1.2053,0.3975,2.3247
1809.8926,1.0000,112.2927,4.0000,114.5334,1.3074,0.3975,2.3357
1810.0425,1.0000,112.7641,4.0000,120.7234,1.4006,0.3893,2.3399
1810.1924,1.0000,113.6439,4.0000,117.8708,1.3045,0.3753,2.3383
1810.3423,1.0000,113.8402,4.0000,117.2238,1.1932,0.3775,2.3433
1810.4922,1.0000,113.7788,4.0000,121.8034,1.1012,0.3960,2.3484
1810.6421,1.0000,113.5984,4.0000,130.7490,1.0831,0.4079,2.3532
1810.7920,1.0000,112.3098,4.0000,143.5521,1.1616,0.4113,2.3529
1810.9419,1.0000,107.9058,4.0000,153.0136,1.3675,0.4100,2.3503
1811.0918,1.0000,102.3606,4.0000,157.6505,1.5558,0.3975,2.3520
1811.2417,1.0000,99.8921,4.0000,153.6266,1.7145,0.3795,2.3559
1811.3916,1.0000,99.6714,4.0000,144.4204,1.7968,0.3742,2.3526
1811.5415,1.0000,99.7175,4.0000,135.0789,1.7893,0.3873,2.3399
1811.6914,1.0000,100.9783,4.0000,127.9584,1.6942,0.4024,2.3239
1811.8413,1.0000,103.1820,4.0000,127.5555,1.6254,0.4186,2.3077
1811.9912,1.0000,104.7488,4.0000,133.1092,1.6014,0.4472,2.2957
1812.1411,1.0000,105.5746,4.0000,134.4557,1.5964,0.4771,2.2944
1812.2910,1.0000,106.6934,4.0000,130.8709,1.5950,0.4834,2.3036
1812.4409,1.0000,108.6052,4.0000,130.4512,1.5849,0.4703,2.3114
1812.5908,1.0000,110.3211,4.0000,130.3745,1.5571,0.4641,2.3098
