$Csv : ,RUBY-1X

Depth,BH_FLAG,DT,FACIES,GR,LLD,NPHI,RHOB
2023.3015,1.0000,88.9714,2.0000,71.6982,2.0033,0.2429,2.3099
2023.4514,1.0000,88.8052,2.0000,72.1865,2.0562,0.2411,2.3156
2023.6013,1.0000,88.5993,2.0000,72.2490,2.1845,0.2441,2.3149
2023.7512,1.0000,88.3919,2.0000,71.7325,2.3275,0.2469,2.3056
2023.9011,1.0000,88.2937,2.0000,70.9887,2.5997,0.2442,2.2917
2024.0510,0.0000,88.3554,2.0000,70.9648,2.5233,0.2373,2.2817
2024.2009,0.0000,88.3999,2.0000,72.0285,2.2957,0.2319,2.2807
2024.3508,0.0000,88.2092,2.0000,73.1710,2.1979,0.2313,2.2871
2024.5007,0.0000,87.8506,2.0000,72.8716,2.0452,0.2321,2.2954
2024.6506,0.0000,87.5034,2.0000,70.5507,2.0394,0.2298,2.3015
2024.8005,0.0000,87.1606,2.0000,67.1863,2.0649,0.2252,2.3065
2024.9504,0.0000,86.6515,2.0000,64.5567,2.1034,0.2234,2.3167
2025.1003,0.0000,85.8336,2.0000,63.6202,2.1797,0.2270,2.3368
2025.2502,1.0000,84.7344,2.0000,63.5935,2.2872,0.2314,2.3626
2025.4001,1.0000,83.4873,3.0000,63.1102,2.4976,0.2295,2.3814
2025.5500,1.0000,82.2979,3.0000,62.2610,2.5914,0.2198,2.3845
2025.6999,1.0000,81.4589,3.0000,62.7945,2.7395,0.2088,2.3774
2025.8498,1.0000,80.9977,3.0000,66.1108,2.7606,0.2043,2.3740
2025.9997,1.0000,80.5873,3.0000,71.2648,2.7646,0.2059,2.3816
2026.1496,1.0000,80.1031,3.0000,75.3911,2.7721,0.2074,2.3970
2026.2995,1.0000,79.4984,3.0000,75.9901,2.8208,0.2051,2.4111
2026.4494,1.0000,78.5840,3.0000,72.4370,2.9217,0.1998,2.4147
2026.5993,1.0000,77.7611,3.0000,66.1325,2.9632,0.1951,2.4036
2026.7492,1.0000,77.6859,3.0000,59.5646,3.0245,0.1964,2.3837
2026.8991,1.0000,78.3401,3.0000,54.8559,3.0053,0.2059,2.3668
2027.0490,1.0000,79.2817,3.0000,52.7647,2.9487,0.2164,2.3604
2027.1989,1.0000,79.9288,3.0000,52.6424,2.9420,0.2167,2.3640
2027.3488,1.0000,79.9743,3.0000,53.5379,2.9420,0.2061,2.3723
2027.4987,1.0000,79.6915,3.0000,54.6572,2.9828,0.1950,2.3787
2027.6486,1.0000,79.4508,3.0000,55.1429,3.0677,0.1919,2.3802
2027.7985,1.0000,79.4244,3.0000,54.9594,3.1178,0.1968,2.3787
2027.9484,1.0000,79.5247,3.0000,55.3300,3.2017,0.2061,2.3746
2028.0983,1.0000,79.6898,3.0000,57.3277,3.2606,0.2168,2.3638
2028.2482,1.0000,80.3840,3.0000,60.8660,3.3642,0.2275,2.3474
2028.3981,1.0000,81.7722,3.0000,65.2400,3.2922,0.2416,2.3428
2028.5480,1.0000,83.0400,4.0000,70.3364,3.1107,0.2634,2.3641
2028.6979,1.0000,83.7157,4.0000,76.1201,3.0943,0.2936,2.3888
2028.8478,1.0000,84.3837,4.0000,81.3091,3.1056,0.3279,2.3661
2028.9977,1.0000,85.4627,4.0000,84.2145,2.9590,0.3589,2.2819
2029.1476,1.0000,86.7538,4.0000,84.7945,2.6443,0.3803,2.1946
2029.2975,1.0000,88.1015,4.0000,84.3788,2.5317,0.3869,2.1715
2029.4474,1.0000,89.3118,4.0000,83.1653,2.3743,0.3780,2.2229
2029.5973,1.0000,89.2594,4.0000,80.0249,2.4646,0.3570,2.3099
2029.7472,1.0000,86.4266,4.0000,75.2783,2.6979,0.3272,2.3849
2029.8971,1.0000,82.1212,4.0000,71.3442,2.9087,0.2940,2.4218
2030.0470,1.0000,79.4756,4.0000,69.6793,3.2993,0.2627,2.4208
2030.1969,1.0000,79.3310,4.0000,69.4524,3.3300,0.2371,2.4010
2030.3468,1.0000,80.7052,3.0000,69.1360,3.2970,0.2167,2.3838
2030.4967,1.0000,82.2891,3.0000,67.1584,3.1956,0.2023,2.3780
2030.6466,1.0000,82.9877,3.0000,65.9369,2.9884,0.1957,2.3798
2030.7965,1.0000,82.7137,3.0000,69.1036,2.9718,0.1957,2.3849
2030.9464,1.0000,82.0445,3.0000,71.5871,2.9916,0.2002,2.3911
2031.0963,1.0000,81.6034,3.0000,69.4957,3.0099,0.2052,2.3965
2031.2462,1.0000,81.4426,3.0000,65.1865,3.0446,0.2072,2.3997
2031.3961,1.0000,81.2858,3.0000,62.1355,3.1098,0.2080,2.4014
2031.5460,1.0000,80.9911,3.0000,61.5024,3.2394,0.2118,2.4039
2031.6959,1.0000,80.7935,3.0000,62.7268,3.2328,0.2209,2.4078
2031.8458,1.0000,81.2844,3.0000,65.8652,3.1840,0.2364,2.4075
2031.9957,1.0000,82.9013,3.0000,71.6605,3.0498,0.2580,2.3939
2032.1456,1.0000,85.5288,3.0000,79.3157,2.7774,0.2795,2.3646
2032.2955,1.0000,88.5016,3.0000,85.7681,2.6645,0.2935,2.3317
2032.4454,1.0000,90.5841,3.0000,88.3097,2.4951,0.2984,2.3181
2032.5953,1.0000,90.3794,3.0000,86.9820,2.5296,0.2981,2.3399
2032.7452,1.0000,87.8154,3.0000,83.5917,2.6472,0.2951,2.3861
2032.8951,1.0000,84.6675,4.0000,79.7914,2.6453,0.2886,2.4220
2033.0450,1.0000,82.6825,4.0000,76.9382,2.6085,0.2812,2.4253
2033.1949,1.0000,82.4215,4.0000,76.4855,2.5659,0.2792,2.4050
2033.3448,1.0000,83.6253,4.0000,78.9006,2.4849,0.2861,2.3830
2033.4947,1.0000,85.4112,4.0000,82.6336,2.5166,0.2998,2.3690
2033.6446,1.0000,86.8269,4.0000,85.4896,2.6059,0.3153,2.3588
2033.7945,1.0000,87.7033,4.0000,86.2711,2.5993,0.3279,2.3468
2033.9444,1.0000,88.4808,4.0000,84.8324,2.5626,0.3319,2.3284
2034.0943,1.0000,88.8485,3.0000,81.5022,2.6109,0.3232,2.2980
2034.2442,1.0000,87.7796,3.0000,76.8619,2.7237,0.3023,2.2603
2034.3941,1.0000,85.2381,3.0000,71.7042,2.7600,0.2745,2.2368
2034.5440,1.0000,82.2679,3.0000,66.6104,2.8052,0.2459,2.2470
2034.6939,1.0000,79.9132,3.0000,61.9216,2.7147,0.2215,2.2815
2034.8438,0.0000,78.7738,3.0000,58.2429,2.5092,0.2044,2.3110
2034.9937,0.0000,78.6614,3.0000,56.2585,2.5079,0.1945,2.3200
2035.1436,0.0000,78.9053,2.0000,56.1741,2.5340,0.1889,2.3155
2035.2935,0.0000,79.1497,3.0000,57.5408,2.5846,0.1868,2.3123
2035.4434,0.0000,79.3461,3.0000,59.1321,2.6245,0.1892,2.3175
2035.5933,0.0000,79.4249,3.0000,59.4498,2.6977,0.1941,2.3275
2035.7432,0.0000,79.4648,3.0000,57.9918,2.7246,0.1971,2.3337
2035.8931,0.0000,79.8693,3.0000,55.7594,2.7622,0.1960,2.3330
2036.0430,0.0000,80.6075,2.0000,53.9160,2.7415,0.1942,2.3308
2036.1929,1.0000,81.0008,2.0000,52.4486,2.6859,0.1952,2.3324
2036.3428,1.0000,80.6724,3.0000,51.2748,2.6896,0.1989,2.3376
2036.4927,1.0000,79.9430,3.0000,51.3830,2.7131,0.2051,2.3461
2036.6426,1.0000,79.7653,3.0000,53.5411,2.7442,0.2150,2.3579
2036.7925,1.0000,80.3475,3.0000,56.6272,2.8044,0.2249,2.3687
2036.9424,1.0000,80.8804,3.0000,58.6298,2.8005,0.2279,2.3735
2037.0923,1.0000,81.1543,3.0000,59.2244,2.7752,0.2235,2.3726
2037.2422,1.0000,81.3473,3.0000,59.7763,2.7650,0.2179,2.3697
2037.3921,1.0000,81.5067,3.0000,62.2248,2.7500,0.2175,2.3660
2037.5420,1.0000,81.7497,4.0000,69.2415,2.7454,0.2213,2.3619
2037.6919,1.0000,82.0552,4.0000,83.3224,2.7406,0.2234,2.3600
2037.8418,1.0000,82.2210,4.0000,102.8202,2.7506,0.2223,2.3613
2037.9917,1.0000,82.1503,4.0000,118.9580,2.7732,0.2214,2.3628
2038.1416,1.0000,81.8479,4.0000,121.8020,2.7989,0.2241,2.3620
2038.2915,1.0000,81.4847,4.0000,110.7086,2.8487,0.2279,2.3619
2038.4414,1.0000,81.4056,4.0000,95.6935,2.8735,0.2307,2.3703
2038.5913,1.0000,81.9704,4.0000,87.4850,2.9129,0.2374,2.3890
2038.7412,1.0000,83.3286,4.0000,88.0649,2.8609,0.2532,2.4092
2038.8911,1.0000,84.7829,4.0000,92.3749,2.7398,0.2744,2.4193
2039.0410,1.0000,85.7376,4.0000,95.7581,2.6994,0.2929,2.4137
2039.1909,1.0000,86.2787,4.0000,96.3319,2.6466,0.3070,2.3979
2039.3408,1.0000,86.3680,4.0000,92.6443,2.7017,0.3179,2.3835
2039.4907,1.0000,86.2285,4.0000,88.1837,2.8342,0.3271,2.3770
2039.6406,1.0000,86.2655,4.0000,88.8578,2.8272,0.3356,2.3787
2039.7905,1.0000,86.5043,4.0000,89.9082,2.7773,0.3413,2.3881
2039.9404,1.0000,86.5849,4.0000,88.5342,2.7367,0.3429,2.4016
2040.0903,1.0000,86.5361,4.0000,87.5135,2.6643,0.3406,2.4126
2040.2402,1.0000,86.5373,4.0000,88.6340,2.6102,0.3330,2.4178
2040.3901,1.0000,86.5210,4.0000,91.4330,2.5145,0.3193,2.4200
2040.5400,1.0000,86.2884,4.0000,93.7268,2.5406,0.3041,2.4222
2040.6899,1.0000,85.7326,4.0000,92.7206,2.6239,0.2931,2.4200
2040.8398,1.0000,85.1413,4.0000,86.8687,2.6341,0.2845,2.4045
2040.9897,1.0000,84.7894,3.0000,77.1526,2.6305,0.2721,2.3747
2041.1396,1.0000,84.6995,3.0000,66.7205,2.5798,0.2553,2.3419
2041.2895,1.0000,84.8863,2.0000,58.8416,2.4718,0.2388,2.3206
2041.4394,1.0000,85.0933,2.0000,54.7762,2.4642,0.2258,2.3156
2041.5893,1.0000,84.9014,2.0000,53.4549,2.4782,0.2155,2.3202
2041.7392,1.0000,84.4492,2.0000,53.1524,2.5072,0.2074,2.3243
2041.8891,1.0000,84.1921,2.0000,53.1842,2.5645,0.2030,2.3241
2042.0390,1.0000,84.1302,2.0000,54.2706,2.6053,0.2051,2.3230
2042.1889,1.0000,84.0939,2.0000,57.4647,2.6765,0.2164,2.3267
2042.3388,1.0000,84.1185,3.0000,62.9787,2.7106,0.2346,2.3374
2042.4887,1.0000,84.2621,3.0000,70.0533,2.7615,0.2520,2.3533
2042.6386,1.0000,84.6379,3.0000,77.6260,2.7293,0.2618,2.3739
2042.7885,1.0000,85.3518,3.0000,84.3548,2.6458,0.2653,2.4003
2042.9384,1.0000,86.2809,3.0000,88.1735,2.6306,0.2685,2.4269
2043.0883,1.0000,86.9768,3.0000,87.5939,2.6212,0.2737,2.4404
2043.2382,1.0000,86.8895,3.0000,83.6400,2.6595,0.2806,2.4345
2043.3881,1.0000,85.9557,4.0000,79.1983,2.7429,0.2911,2.4186
2043.5380,1.0000,84.6500,4.0000,76.7430,2.7706,0.3056,2.4007
2043.6879,1.0000,83.5955,4.0000,77.1198,2.8071,0.3193,2.3690
2043.8378,1.0000,83.8280,4.0000,79.6904,2.6968,0.3306,2.3049
2043.9877,1.0000,86.1038,4.0000,83.0982,2.4497,0.3442,2.2222
2044.1376,1.0000,89.3799,4.0000,85.9049,2.3758,0.3599,2.1728
2044.2875,1.0000,91.9759,4.0000,87.3619,2.3287,0.3647,2.1960
2044.4374,1.0000,92.8469,4.0000,87.7796,2.2387,0.3477,2.2753
2044.5873,1.0000,91.1885,3.0000,87.7224,2.3200,0.3159,2.3523
2044.7372,1.0000,87.9588,3.0000,87.4049,2.5197,0.2860,2.3822
2044.8871,1.0000,85.6668,3.0000,86.5278,2.5390,0.2666,2.3656
2045.0370,1.0000,85.3989,3.0000,84.7826,2.5223,0.2555,2.3300
2045.1869,0.0000,86.1073,3.0000,82.3357,2.5156,0.2452,2.3046
2045.3368,0.0000,86.2841,2.0000,79.3474,2.5062,0.2303,2.3018
2045.4867,0.0000,85.4373,2.0000,75.6984,2.5885,0.2134,2.3185
2045.6366,0.0000,84.0150,3.0000,71.3756,2.7668,0.2018,2.3494
2045.7865,0.0000,82.9488,3.0000,67.2878,2.7821,0.1974,2.3785
2045.9364,0.0000,82.8556,3.0000,64.6820,2.7652,0.1954,2.3863
2046.0863,0.0000,83.3870,2.0000,63.5061,2.6745,0.1941,2.3744
2046.2362,0.0000,83.7095,2.0000,62.5830,2.4851,0.1955,2.3535
2046.3861,0.0000,83.4281,2.0000,61.4211,2.5081,0.1992,2.3299
2046.5360,0.0000,82.8121,2.0000,60.4660,2.6120,0.2025,2.3153
2046.6859,0.0000,82.0240,2.0000,60.2695,2.7351,0.2025,2.3227
2046.8358,0.0000,81.1299,3.0000,60.9127,2.9682,0.1984,2.3493
2046.9857,0.0000,80.4086,3.0000,62.0113,3.0693,0.1927,2.3766
2047.1356,0.0000,80.0147,3.0000,63.1147,3.2168,0.1918,2.3920
2047.2855,0.0000,79.8705,3.0000,63.4714,3.2500,0.1984,2.3992
2047.4354,0.0000,79.9242,3.0000,62.7458,3.2809,0.2063,2.4018
2047.5853,0.0000,80.2602,3.0000,61.4958,3.2710,0.2088,2.3965
2047.7352,0.0000,80.7056,3.0000,60.4008,3.2410,0.2119,2.3845
2047.8851,0.0000,81.1085,3.0000,60.0755,3.2221,0.2236,2.3738
2048.0350,0.0000,81.5238,3.0000,61.3680,3.1894,0.2406,2.3682
2048.1849,0.0000,81.7439,3.0000,65.2787,3.1623,0.2581,2.3677
2048.3348,0.0000,81.8667,4.0000,71.9306,3.1146,0.2799,2.3628
2048.4847,0.0000,82.8764,4.0000,79.9475,3.0747,0.3100,2.3329
2048.6346,0.0000,85.5339,4.0000,87.1091,3.0043,0.3442,2.2746
2048.7845,0.0000,89.2424,4.0000,90.3470,2.7979,0.3733,2.2194
2048.9344,1.0000,92.9778,4.0000,92.4613,2.3739,0.3936,2.1967
2049.0843,1.0000,96.5779,4.0000,99.5542,2.2603,0.4094,2.2119
2049.2342,1.0000,99.1672,4.0000,106.7472,2.1348,0.4191,2.2589
2049.3841,1.0000,99.1354,4.0000,109.2049,2.2106,0.4161,2.3137
2049.5340,1.0000,96.2133,4.0000,108.7740,2.4099,0.3999,2.3576
2049.6839,1.0000,92.0217,4.0000,107.8368,2.5391,0.3796,2.3934
2049.8338,1.0000,88.1036,4.0000,106.9664,2.7588,0.3648,2.4179
2049.9837,1.0000,85.2229,4.0000,106.4453,2.8205,0.3597,2.4137
2050.1336,1.0000,84.0862,4.0000,106.9737,2.8897,0.3646,2.3755
2050.2835,1.0000,84.8016,4.0000,108.4732,2.7468,0.3780,2.3231
2050.4334,1.0000,86.8207,4.0000,109.4534,2.4206,0.3958,2.2857
2050.5833,1.0000,89.5031,4.0000,108.7149,2.3159,0.4128,2.2761
2050.7332,1.0000,92.0429,4.0000,106.6602,2.1865,0.4253,2.2845
2050.8831,1.0000,93.6471,4.0000,104.6579,2.1934,0.4309,2.2954
2051.0330,1.0000,93.8889,4.0000,103.8259,2.2441,0.4286,2.3017
2051.1829,1.0000,92.8596,4.0000,104.4203,2.2432,0.4228,2.3025
2051.3328,1.0000,91.2337,4.0000,105.7002,2.2263,0.4202,2.2997
2051.4827,1.0000,89.9031,4.0000,106.5482,2.2284,0.4226,2.2956
2051.6326,1.0000,89.1756,4.0000,106.6113,2.2369,0.4245,2.2936
2051.7825,1.0000,88.7070,4.0000,106.1032,2.2581,0.4206,2.2993
2051.9324,1.0000,88.2518,4.0000,104.9063,2.3021,0.4116,2.3146
2052.0823,1.0000,87.9238,4.0000,103.0948,2.3447,0.4028,2.3324
2052.2322,1.0000,88.0850,4.0000,101.7985,2.4225,0.3983,2.3449
2052.3821,1.0000,89.1778,4.0000,102.0843,2.4068,0.3975,2.3510
2052.5320,1.0000,91.0197,4.0000,103.1226,2.3507,0.3951,2.3539
2052.6819,1.0000,92.5535,4.0000,102.5087,2.3535,0.3855,2.3550
2052.8318,1.0000,92.7242,4.0000,98.3234,2.3767,0.3672,2.3503
2052.9817,1.0000,91.2611,4.0000,90.5712,2.4167,0.3438,2.3357
2053.1316,0.0000,88.7026,3.0000,81.1946,2.4946,0.3189,2.3187
2053.2815,0.0000,86.0540,3.0000,73.0899,2.4963,0.2923,2.3132
2053.4314,0.0000,84.1752,3.0000,68.0269,2.4863,0.2617,2.3218
2053.5813,0.0000,83.1964,3.0000,65.6692,2.4684,0.2299,2.3353
2053.7312,0.0000,82.5131,3.0000,64.6121,2.5165,0.2054,2.3453
2053.8811,0.0000,81.7520,3.0000,63.6766,2.6242,0.1931,2.3481
2054.0310,0.0000,81.3318,2.0000,62.3338,2.6407,0.1907,2.3422
2054.1809,0.0000,81.6103,2.0000,60.4903,2.6436,0.1926,2.3300
2054.3308,0.0000,82.1349,2.0000,58.2276,2.5962,0.1945,2.3182
2054.4807,0.0000,82.2675,2.0000,55.7576,2.4935,0.1952,2.3111
2054.6306,0.0000,82.0402,2.0000,53.4370,2.5043,0.1957,2.3079
2054.7805,0.0000,81.8231,2.0000,51.6504,2.5595,0.1977,2.3053
2054.9304,0.0000,81.8499,2.0000,50.6428,2.5321,0.2014,2.3017
2055.0803,0.0000,82.1505,2.0000,50.5909,2.4572,0.2051,2.2995
2055.2302,0.0000,82.5859,2.0000,51.6099,2.3738,0.2063,2.3003
2055.3801,0.0000,82.9142,2.0000,53.4666,2.2184,0.2035,2.3032
2055.5300,0.0000,82.9068,2.0000,55.0103,2.2196,0.1968,2.3060
2055.6799,0.0000,82.4699,2.0000,55.4683,2.2691,0.1894,2.3136
2055.8298,0.0000,81.5599,2.0000,55.6911,2.4352,0.1859,2.3372
2055.9797,0.0000,80.2889,3.0000,57.4202,2.7779,0.1877,2.3801
2056.1296,0.0000,79.1052,3.0000,61.2724,2.9508,0.1931,2.4268
2056.2795,1.0000,78.4033,3.0000,65.4083,3.2174,0.1997,2.4478
2056.4294,1.0000,78.2018,3.0000,67.5515,3.2627,0.2061,2.4325
2056.5793,1.0000,78.3232,3.0000,67.2233,3.2814,0.2092,2.4049
2056.7292,1.0000,78.5102,3.0000,65.6530,3.2683,0.2093,2.3880
2056.8791,1.0000,78.6348,3.0000,64.1404,3.2338,0.2131,2.3820
2057.0290,1.0000,78.9169,3.0000,62.9548,3.2168,0.2226,2.3793
2057.1789,1.0000,79.5014,3.0000,62.5800,3.1890,0.2318,2.3766
2057.3288,1.0000,80.1513,3.0000,64.2747,3.1407,0.2389,2.3728
2057.4787,1.0000,80.5991,4.0000,68.7727,3.0473,0.2471,2.3663
2057.6286,1.0000,80.8468,4.0000,74.1288,3.0506,0.2557,2.3567
2057.7785,1.0000,81.0871,4.0000,76.1423,3.0870,0.2597,2.3489
2057.9284,1.0000,81.4180,4.0000,76.5733,3.1051,0.2584,2.3502
2058.0783,1.0000,81.6651,4.0000,81.1679,3.1323,0.2555,2.3684
2058.2282,1.0000,81.4242,4.0000,86.1319,3.1856,0.2548,2.4083
2058.3781,1.0000,80.6281,4.0000,86.3968,3.2921,0.2548,2.4551
2058.5280,1.0000,79.5903,4.0000,82.2429,3.4479,0.2508,2.4813
2058.6779,1.0000,78.3753,4.0000,76.8650,3.7521,0.2441,2.4731
2058.8278,1.0000,77.1899,4.0000,74.1451,3.8002,0.2455,2.4335
2058.9777,1.0000,76.6243,4.0000,75.9789,3.8122,0.2643,2.3705
2059.1276,1.0000,77.2228,4.0000,81.3612,3.6608,0.2981,2.3019
2059.2775,1.0000,79.6490,4.0000,87.5860,3.3313,0.3346,2.2578
2059.4274,1.0000,83.8499,4.0000,92.4179,3.1712,0.3621,2.2591
2059.5773,1.0000,88.2055,4.0000,95.4767,2.9244,0.3761,2.3010
2059.7272,1.0000,90.8535,4.0000,96.6402,2.9152,0.3777,2.3600
2059.8771,1.0000,90.9509,4.0000,94.4239,2.9685,0.3691,2.4102
2060.0270,1.0000,88.7344,4.0000,87.9105,3.0975,0.3512,2.4379
2060.1769,1.0000,85.4094,4.0000,79.2669,3.3595,0.3263,2.4469
2060.3268,1.0000,82.5071,4.0000,72.3259,3.4949,0.3005,2.4478
2060.4767,1.0000,80.8161,4.0000,69.0993,3.7055,0.2806,2.4469
2060.6266,1.0000,80.1380,4.0000,68.9950,3.6807,0.2685,2.4446
2060.7765,1.0000,80.0203,4.0000,70.6938,3.5606,0.2619,2.4400
2060.9264,1.0000,80.2689,4.0000,73.2280,3.5953,0.2588,2.4351
2061.0763,1.0000,80.7272,4.0000,76.0215,3.7065,0.2596,2.4332
2061.2262,1.0000,81.1028,4.0000,79.1452,3.6672,0.2646,2.4321
2061.3761,1.0000,81.1439,4.0000,82.9303,3.5505,0.2730,2.4258
2061.5260,1.0000,80.9152,4.0000,86.5779,3.4194,0.2833,2.4136
2061.6759,1.0000,80.8929,4.0000,87.9350,3.1741,0.2941,2.4014
2061.8258,1.0000,81.3047,4.0000,85.7303,3.1511,0.3044,2.3927
2061.9757,1.0000,81.8050,4.0000,81.6597,3.1772,0.3142,2.3835
2062.1256,1.0000,82.3668,4.0000,79.3495,3.1171,0.3258,2.3672
2062.2755,1.0000,83.3510,4.0000,80.9974,2.9775,0.3417,2.3410
2062.4254,1.0000,84.6340,4.0000,85.3498,2.8981,0.3584,2.3083
2062.5753,1.0000,86.1139,4.0000,88.9818,2.8291,0.3655,2.2741
2062.7252,1.0000,88.3441,4.0000,89.1183,2.7011,0.3566,2.2397
2062.8751,1.0000,91.2272,4.0000,85.5637,2.6501,0.3360,2.2147
2063.0250,1.0000,93.3354,3.0000,79.9474,2.5809,0.3109,2.2194
2063.1749,1.0000,93.1109,2.0000,73.5935,2.6341,0.2821,2.2576
2063.3248,1.0000,90.0085,2.0000,66.9880,2.7694,0.2478,2.3046
2063.4747,1.0000,85.6987,2.0000,60.4215,2.8521,0.2163,2.3353
2063.6246,1.0000,82.7929,2.0000,55.0329,2.9898,0.2002,2.3456
2063.7745,1.0000,81.8122,2.0000,52.7246,3.0030,0.2012,2.3439
2063.9244,1.0000,82.0152,3.0000,54.7855,2.9863,0.2144,2.3361
2064.0743,1.0000,83.2791,3.0000,61.2177,3.0283,0.2268,2.3176
2064.2242,1.0000,85.6890,3.0000,70.3927,3.1244,0.2294,2.2798
2064.3741,1.0000,88.3329,2.0000,80.0308,3.0175,0.2331,2.2415
2064.5240,1.0000,89.9243,3.0000,88.1861,2.7581,0.2536,2.2456
2064.6739,1.0000,89.9146,4.0000,93.0595,2.7946,0.2875,2.3099
2064.8238,1.0000,88.0597,4.0000,94.5179,2.9528,0.3117,2.3990
2064.9737,1.0000,85.1002,4.0000,94.3612,3.0615,0.3135,2.4609
2065.1236,1.0000,83.1512,4.0000,94.2754,3.2456,0.3031,2.4791
2065.2735,1.0000,82.8118,4.0000,93.6638,3.2739,0.2933,2.4702
2065.4234,1.0000,82.8392,4.0000,90.8290,3.2749,0.2832,2.4482
2065.5733,1.0000,82.7406,4.0000,86.2400,3.2395,0.2675,2.4173
2065.7232,1.0000,82.8268,4.0000,81.8808,3.1621,0.2493,2.3843
2065.8731,1.0000,83.1121,3.0000,78.7148,3.0749,0.2361,2.3604
2066.0230,1.0000,82.9339,3.0000,76.5068,2.9108,0.2290,2.3522
2066.1729,0.0000,81.7369,3.0000,75.2884,2.9787,0.2236,2.3524
2066.3228,0.0000,79.9961,3.0000,75.4499,3.1769,0.2180,2.3513
2066.4727,0.0000,78.4092,3.0000,75.4584,3.2483,0.2131,2.3494
2066.6226,0.0000,77.3097,3.0000,72.2715,3.3395,0.2099,2.3521
2066.7725,0.0000,76.7940,3.0000,67.3592,3.2376,0.2064,2.3581
2066.9224,0.0000,76.7139,3.0000,65.0258,2.9875,0.2004,2.3641
2067.0723,0.0000,77.0162,3.0000,64.1373,2.8055,0.1927,2.3643
2067.2222,0.0000,77.7492,3.0000,64.1746,2.4893,0.1876,2.3531
2067.3721,0.0000,78.7870,3.0000,65.1427,2.3634,0.1871,2.3343
2067.5220,0.0000,79.7048,3.0000,65.3919,2.1901,0.1882,2.3201
2067.6719,0.0000,80.1145,2.0000,64.7236,2.1875,0.1870,2.3175
2067.8218,0.0000,80.0650,2.0000,64.1852,2.2358,0.1833,2.3232
2067.9717,0.0000,79.8132,3.0000,63.8840,2.2482,0.1811,2.3292
2068.1216,0.0000,79.5537,3.0000,63.4893,2.2593,0.1823,2.3319
2068.2715,0.0000,79.3847,3.0000,63.3697,2.2653,0.1843,2.3316
2068.4214,0.0000,79.3021,3.0000,63.4324,2.2729,0.1834,2.3299
2068.5713,0.0000,79.1940,3.0000,62.4682,2.3242,0.1801,2.3282
2068.7212,0.0000,78.9281,3.0000,60.0368,2.4332,0.1784,2.3284
2068.8711,0.0000,78.5649,3.0000,57.6903,2.5234,0.1805,2.3332
2069.0210,0.0000,78.2713,3.0000,57.0945,2.6826,0.1826,2.3431
2069.1709,0.0000,78.0433,3.0000,57.9359,2.7984,0.1806,2.3527
2069.3208,0.0000,77.8794,3.0000,58.8643,2.9966,0.1752,2.3544
2069.4707,0.0000,77.9169,3.0000,59.4605,3.0699,0.1723,2.3479
2069.6206,0.0000,78.1407,3.0000,60.3484,3.1657,0.1773,2.3410
2069.7705,0.0000,78.4554,3.0000,61.9520,3.1955,0.1903,2.3398
2069.9204,0.0000,78.9751,3.0000,63.6041,3.2283,0.2061,2.3413
2070.0703,0.0000,79.7737,3.0000,64.0588,2.9843,0.2181,2.3382
2070.2202,0.0000,80.6527,3.0000,62.6279,2.4486,0.2229,2.3282
2070.3701,0.0000,81.4365,3.0000,59.8426,2.2949,0.2219,2.3147
2070.5200,0.0000,82.0421,2.0000,57.2927,2.1310,0.2186,2.3026
